date,M社,S社,T社
2023/4/20,2901,1981,686
2023/4/21,2901,1976,702
2023/4/24,2901,1993,708
2023/4/25,2901,1998,707
2023/4/26,2901,1985,707
2023/4/27,2901,2010,706
2023/4/28,2901,2071,700
2023/5/1,2901,2046,723
2023/5/2,2901,2052,720
2023/5/8,2901,2066,721
2023/5/9,2901,2049,736
2023/5/10,2901,2015,726
2023/5/11,2901,2030,720
2023/5/12,2901,2055,728
2023/5/15,2901,2069,752
2023/5/16,2901,2066,779
2023/5/17,2901,2061,791
2023/5/18,2901,2110,768
2023/5/19,2901,2133,761
2023/5/22,2901,2154,768
2023/5/23,2901,2153,775
2023/5/24,2901,2144,828
2023/5/25,2901,2138,839
2023/5/26,2901,2131,823
2023/5/29,2901,2156,822
2023/5/30,2873,2147,826
2023/5/31,2873,2119,835
2023/6/1,2873,2121,837
2023/6/2,2873,2165,832
2023/6/5,2873,2217,826
2023/6/6,2873,2224,835
2023/6/7,2873,2186,841
2023/6/8,2920,2164,857
2023/6/9,3010,2205,888
2023/6/12,3010,2203,905
2023/6/13,3010,2207,912
2023/6/14,3080,2222,895
2023/6/15,3080,2207,880
2023/6/16,3080,2210,881
2023/6/19,3080,2233,896
2023/6/20,3080,2251,892
2023/6/21,3080,2249,889
2023/6/22,3080,2255,895
2023/6/23,3080,2203,901
2023/6/26,3080,2215,882
2023/6/27,3080,2208,890
2023/6/28,3080,2258,900
2023/6/29,3080,2261,886
2023/6/30,3080,2239,890
2023/7/3,3080,2277,908
2023/7/4,3080,2242,899
2023/7/5,3080,2247,911
2023/7/6,3080,2248,900
2023/7/7,3080,2196,888
2023/7/10,3080,2191,884
2023/7/11,3080,2180,874
2023/7/12,3080,2175,869
2023/7/13,3080,2182,866
2023/7/14,3080,2202,833
2023/7/18,3080,2228,845
2023/7/19,3080,2257,854
2023/7/20,3080,2235,856
2023/7/21,3080,2241,881
2023/7/24,3080,2267,894
2023/7/25,2945,2281,900
2023/7/26,2945,2289,907
2023/7/27,2900,2292,930
2023/7/28,2900,2218,919
2023/7/31,2900,2333,947
2023/8/1,2900,2388,1021
2023/8/2,2900,2289,987
2023/8/3,2900,2207,964
2023/8/4,2900,2260,964
2023/8/7,2900,2305,946
2023/8/8,2900,2334,963
2023/8/9,2900,2340,967
2023/8/10,2900,2364,958
2023/8/14,2900,2336,950
2023/8/15,2900,2354,949
2023/8/16,2987,2279,955
2023/8/17,2987,2246,942
2023/8/18,2887,2246,936
2023/8/21,2887,2275,979
2023/8/22,2887,2295,981
2023/8/23,2887,2292,996
2023/8/24,2887,2310,999
2023/8/25,2887,2246,995
2023/8/28,2840,2294,1006
2023/8/29,2840,2283,1019
2023/8/30,2840,2272,1014
2023/8/31,2840,2283,1018
2023/9/1,2840,2294,1020
2023/9/4,2840,2287,1007
2023/9/5,2840,2299,1014
2023/9/6,2890,2317,1025
2023/9/7,2890,2296,1033
2023/9/8,2890,2241,1029
2023/9/11,2890,2256,1034
2023/9/12,2890,2274,1055
2023/9/13,2880,2276,1059
2023/9/14,2880,2349,1090
2023/9/15,2890,2347,1109
2023/9/19,2970,2403,1111
2023/9/20,2970,2430,1061
2023/9/21,3460,2437,1067
2023/9/22,3405,2419,1041
2023/9/25,3420,2451,1025
2023/9/26,3415,2431,1026
2023/9/27,3395,2429,1014
2023/9/28,3395,2372,1016
2023/9/29,3470,2350,968
2023/10/2,3470,2337,950
2023/10/3,3450,2290,908
2023/10/4,3370,2231,870
2023/10/5,3370,2299,912
2023/10/6,3440,2280,936
2023/10/10,3405,2356,953
2023/10/11,3410,2348,957
2023/10/12,3430,2366,963
2023/10/13,3450,2344,957
2023/10/16,3450,2306,939
2023/10/17,3450,2327,940
2023/10/18,3430,2326,949
2023/10/19,3420,2335,947
2023/10/20,3410,2309,941
2023/10/23,3400,2254,943
2023/10/24,3390,2244,937
2023/10/25,3400,2211,952
2023/10/26,3400,2192,958
2023/10/27,3475,2225,960
2023/10/30,3365,2050,953
2023/10/31,3405,2077,940
2023/11/1,3405,2069,971
2023/11/2,3385,2080,983
2023/11/6,3745,2154,995
2023/11/7,3560,2132,935
2023/11/8,3565,2127,910
2023/11/9,3620,2147,936
2023/11/10,3620,2160,940
2023/11/13,3570,2164,946
2023/11/14,3630,2179,940
2023/11/15,3680,2234,937
2023/11/16,3610,2173,939
2023/11/17,3610,2181,951
2023/11/20,3635,2153,939
2023/11/21,3600,2150,923
2023/11/22,3650,2139,935
2023/11/24,3705,2169,930
2023/11/27,3665,2127,924
2023/11/28,3670,2132,925
2023/11/29,3670,2155,938
2023/11/30,3650,2198,947
2023/12/1,3650,2168,961
2023/12/4,3650,2145,949
2023/12/5,3650,2126,947
2023/12/6,3625,2160,983
2023/12/7,3625,2129,1001
2023/12/8,3620,2080,983
2023/12/11,3615,2114,1009
2023/12/12,3615,2104,1004
2023/12/13,3600,2085,1019
2023/12/14,3600,2018,985
2023/12/15,3600,2038,973
2023/12/18,3600,2039,963
2023/12/19,3500,2044,955
2023/12/20,3420,2072,932
2023/12/21,3250,2052,920
2023/12/22,3165,2068,928
2023/12/25,3180,2078,932
2023/12/26,3180,2106,933
2023/12/27,3150,2117,952
2023/12/28,3415,2126,946
2023/12/29,3425,2111,959
2024/1/4,3600,2148,981
2024/1/5,3695,2151,1008
2024/1/9,3800,2156,998
2024/1/10,3835,2187,973
2024/1/11,3905,2218,985
2024/1/12,3940,2224,971
2024/1/15,3995,2251,1000
2024/1/16,4070,2235,999
2024/1/17,4190,2211,978
2024/1/18,4400,2224,978
2024/1/19,4500,2217,974
2024/1/22,4610,2249,992
2024/1/23,4725,2244,983
2024/1/24,4690,2220,975
2024/1/25,4530,2204,986
2024/1/26,4430,2192,966
2024/1/29,4245,2198,987
2024/1/30,4370,2176,985
2024/1/31,4450,2167,988
2024/2/1,4450,2150,978
2024/2/2,4500,2159,978
2024/2/5,4550,2384,1007
2024/2/6,4550,2365,990
2024/2/7,4600,2367,1005
2024/2/8,4585,2378,980
2024/2/9,4570,2400,963
2024/2/13,4570,2420,983
2024/2/14,4505,2353,958
2024/2/15,4450,2412,962
2024/2/16,4335,2444,982
2024/2/19,4250,2420,1004
2024/2/20,4400,2438,989
2024/2/21,4440,2428,979
2024/2/22,4455,2424,1000
2024/2/26,4550,2411,1004
2024/2/27,4595,2416,991
2024/2/28,4010,2423,1025
2024/2/29,4040,2421,1015
2024/3/1,3825,2479,1017
2024/3/4,3700,2500,1004
2024/3/5,3795,2445,1004
2024/3/6,3860,2458,1051
2024/3/7,3745,2436,1087
2024/3/8,3700,2466,1082
2024/3/11,3695,2402,1064
2024/3/12,3645,2413,1050
2024/3/13,3690,2400,1066
2024/3/14,3685,2421,1142
2024/3/15,3675,2466,1155
2024/3/18,3690,2526,1143
2024/3/19,3715,2571,1156
2024/3/21,3750,2621,1169
2024/3/22,3750,2646,1189
2024/3/25,3775,2611,1205
2024/3/26,3800,2599,1192
2024/3/27,3800,2668,1177
2024/3/28,3745,2635,1183
2024/3/29,3755,2646,1197
2024/4/1,3845,2644,1161
2024/4/2,3825,2651,1151
2024/4/3,3825,2670,1176
2024/4/4,3765,2687,1216
2024/4/5,3815,2655,1196
2024/4/8,3815,2669,1199
2024/4/9,3775,2710,1201
2024/4/10,3820,2694,1228
2024/4/11,3875,2696,1268
2024/4/12,3835,2701,1262
2024/4/15,3840,2705,1297
2024/4/16,3880,2676,1276
2024/4/17,3810,2638,1226
2024/4/18,3800,2646,1237
2024/4/19,3800,2630,1214
2024/4/22,3875,2754,1242
2024/4/23,3805,2775,1215
2024/4/24,3805,2825,1206
2024/4/25,3770,2713,1173
2024/4/26,3740,2737,1174
2024/4/30,3750,2604,1219
2024/5/1,3750,2550,1309
2024/5/2,3795,2590,1334
2024/5/7,3810,2543,1320
2024/5/8,3810,2501,1289
2024/5/9,3780,2513,1255
2024/5/10,3780,2515,1272
2024/5/13,3790,2513,1253
2024/5/14,3750,2491,1272
2024/5/15,3750,2463,1247
2024/5/16,3745,2463,1236
2024/5/17,3770,2437,1263
2024/5/20,3770,2444,1279
2024/5/21,3735,2417,1311
2024/5/22,3760,2413,1314
2024/5/23,3760,2445,1326
2024/5/24,3760,2435,1318
2024/5/27,3765,2482,1394
2024/5/28,3765,2476,1544
2024/5/29,3765,2477,1548
2024/5/30,3770,2480,1520
2024/5/31,3770,2527,1591
2024/6/3,3770,2548,1543
2024/6/4,3780,2537,1487
2024/6/5,3760,2464,1493
2024/6/6,3850,2444,1529
2024/6/7,3850,2482,1550
2024/6/10,3850,2501,1545
2024/6/11,3845,2492,1526
2024/6/12,3825,2480,1521
2024/6/13,3800,2448,1465
2024/6/14,3810,2482,1486
2024/6/17,3810,2401,1460
2024/6/18,3810,2439,1432
2024/6/19,3770,2433,1425
2024/6/20,3765,2422,1417
2024/6/21,3805,2419,1402
2024/6/24,3855,2451,1414
2024/6/25,3850,2491,1441
2024/6/26,3840,2492,1454
2024/6/27,3840,2467,1473
2024/6/28,3835,2499,1452
2024/7/1,3815,2514,1434
2024/7/2,3845,2563,1434
2024/7/3,3805,2587,1438
2024/7/4,3805,2633,1433
2024/7/5,3795,2570,1382
2024/7/8,3800,2568,1350
2024/7/9,3805,2650,1364
2024/7/10,3800,2672,1363
2024/7/11,3800,2688,1387
2024/7/12,3795,2618,1387
2024/7/16,3790,2700,1368
2024/7/17,3810,2700,1364
2024/7/18,3815,2689,1395
2024/7/19,3815,2696,1351
2024/7/22,3800,2681,1335
2024/7/23,3805,2661,1307
2024/7/24,3820,2630,1266
2024/7/25,3815,2542,1233
2024/7/26,3815,2563,1200
2024/7/29,3815,2589,1253
2024/7/30,3815,2593,1250
2024/7/31,3825,2631,1275
2024/8/1,3820,2547,1231
2024/8/2,3810,2500,1222
2024/8/5,3755,2164,1055
2024/8/6,3755,2387,1193
2024/8/7,3820,2412,1226
2024/8/8,3800,2430,1226
2024/8/9,3810,2468,1184
2024/8/13,3810,2545,1206
2024/8/14,3820,2559,1241
2024/8/15,3850,2591,1246
2024/8/16,3890,2637,1266
2024/8/19,3890,2599,1275
2024/8/20,3870,2650,1282
2024/8/21,3865,2635,1263
2024/8/22,3920,2643,1282
2024/8/23,3920,2701,1287
2024/8/26,3920,2656,1276
2024/8/27,3880,2694,1274
2024/8/28,3900,2696,1273
2024/8/29,3890,2700,1277
2024/8/30,3850,2711,1325
2024/9/2,3850,2740,1349
2024/9/3,3850,2764,1404
2024/9/4,3850,2659,1343
2024/9/5,3850,2642,1334
2024/9/6,3855,2634,1361
2024/9/9,3875,2605,1374
2024/9/10,3875,2589,1378
2024/9/11,3885,2544,1364
2024/9/12,3860,2600,1388
2024/9/13,3850,2558,1371
2024/9/17,3850,2566,1347
2024/9/18,3880,2571,1392
2024/9/19,3880,2634,1388
2024/9/20,3865,2689,1381
2024/9/24,3850,2691,1445
2024/9/25,3845,2699,1423
2024/9/26,3855,2773,1481
2024/9/27,3860,2799,1475
2024/9/30,3840,2640,1371
2024/10/1,3840,2652,1357
2024/10/2,3840,2640,1365
2024/10/3,3845,2699,1389
2024/10/4,3865,2760,1411
2024/10/7,3850,2824,1462
2024/10/8,3850,2844,1488
2024/10/9,3860,2820,1462
2024/10/10,3860,2824,1467
2024/10/11,3860,2786,1438
2024/10/15,3860,2781,1416
2024/10/16,3880,2777,1441
2024/10/17,3885,2770,1525
2024/10/18,3885,2812,1492
2024/10/21,3885,2791,1443
2024/10/22,3865,2849,1445
2024/10/23,3860,2789,1449
2024/10/24,3860,2794,1418
2024/10/25,3855,2746,1401
2024/10/28,3860,2766,1424
2024/10/29,3860,2794,1454
2024/10/30,3860,2824,1528
2024/10/31,3875,2809,1505
2024/11/1,3865,2748,1320
2024/11/5,3865,2834,1303
2024/11/6,3865,2826,1286
2024/11/7,3880,2769,1315
2024/11/8,3895,2751,1305
2024/11/11,3895,2719,1303
2024/11/12,3935,2662,1344
2024/11/13,3940,2684,1360
2024/11/14,3965,2711,1253
2024/11/15,3990,2693,1315
2024/11/18,4085,2693,1319
2024/11/19,4090,2702,1320
2024/11/20,4005,2680,1267
2024/11/21,4025,2650,1227
2024/11/22,4025,2709,1203
2024/11/25,4025,2727,1213
2024/11/26,4005,2735,1181
2024/11/27,4025,2714,1177
2024/11/28,4095,2683,1205
2024/11/29,4090,2660,1215
2024/12/2,4025,2750,1256
2024/12/3,4005,2766,1265
2024/12/4,3970,2732,1233
2024/12/5,3950,2756,1197
2024/12/6,4005,2770,1206
2024/12/9,4020,2764,1203
2024/12/10,4020,2803,1202
2024/12/11,4025,2821,1187
2024/12/12,4020,2827,1200
2024/12/13,4030,2830,1182
2024/12/16,4055,2851,1166
2024/12/17,4035,2820,1152
2024/12/18,4015,2810,1172
2024/12/19,4050,2791,1148
2024/12/20,4070,2827,1132
2024/12/23,4060,2856,1150
2024/12/24,4175,2832,1163
2024/12/25,4140,2849,1149
2024/12/26,4170,2874,1157
2024/12/27,4270,2913,1185
2024/12/30,4295,2876,1186
2025/1/6,4250,2733,1176
2025/1/7,4220,2770,1153
2025/1/8,4235,2735,1149
2025/1/9,4280,2680,1128
2025/1/10,4250,2650,1116
2025/1/14,4200,2703,1089
